case,body,trailer,make,model,modelyr
355,21,0,12,461,2002
355,4,0,41,35,1998
356,34,0,12,471,1994
357,14,0,42,402,2011
357,66,1,82,881,2020
358,61,0,12,870,2018
359,4,0,42,42,2015
360,34,0,12,481,2000
361,34,0,7,482,2015
362,2,0,13,2,1994
363,80,0,73,706,2009
363,14,0,41,402,2005
364,4,0,59,35,2002
365,4,0,37,31,1992
366,34,0,49,471,1993
366,4,0,59,32,2006
367,4,0,49,43,2004
367,4,0,6,16,1992
368,80,0,53,706,2004
369,80,0,72,706,2003
369,34,0,12,481,2016
369,14,0,55,404,2018
370,4,0,49,40,2014
370,4,0,18,25,2013
371,15,0,49,422,2008
372,14,0,37,402,2007
373,4,0,20,16,1998
373,34,6,12,481,1968
373,34,0,12,471,1987
374,4,0,49,40,2003
374,21,0,12,461,2008
375,66,2,82,881,2000
376,34,0,20,481,2016
377,34,0,7,472,1993
378,4,0,12,23,2012
379,34,0,12,471,2003
379,34,0,49,472,2014
379,4,0,12,23,2012
380,15,0,23,421,2009
380,14,0,37,402,2008
381,14,0,12,401,2000
382,34,0,20,481,2004
382,80,0,34,706,2004
382,14,0,49,402,2018
382,14,0,58,403,2016
383,14,0,59,403,2008
384,3,0,52,37,2003
384,14,0,37,402,2002
385,21,0,12,461,2004
385,1,0,42,44,2005
386,4,0,37,32,2006
386,63,0,87,881,2006
387,61,0,12,881,2008
388,4,0,49,40,2018
389,14,0,2,404,1996
390,4,0,59,35,2006
390,34,0,49,472,2014
391,66,1,51,881,2016
392,3,0,54,38,2002
393,4,0,51,42,1994
394,34,0,12,481,2013
395,5,0,48,38,2008
396,34,0,12,471,1988
396,34,0,20,471,1991
397,34,0,12,471,2000
398,14,0,63,402,2015
398,80,0,72,706,2018
399,66,1,85,881,2017
400,6,0,12,24,2007
401,34,0,49,472,2015
401,4,0,20,37,2003
402,21,0,20,461,2004
402,14,0,20,404,2018
402,15,0,23,421,1995
403,4,0,63,33,2007
404,34,0,49,471,1991
405,4,0,20,16,2001
406,15,0,37,421,2004
407,61,0,12,881,1999
408,14,0,49,402,1997
409,34,1,12,481,2019
410,6,0,6,52,2005
411,34,0,20,481,1988
412,4,0,37,32,2003
413,14,0,2,405,2005
414,99,0,99,999,9999
414,66,1,82,881,2017
415,3,0,55,36,2002
416,34,0,23,481,1997
417,4,0,30,40,2015
417,62,0,84,881,1993
419,14,0,59,403,2013
420,14,0,49,402,2009
421,34,0,20,473,2016
421,80,0,53,705,2003
422,20,0,7,442,1994
423,4,0,63,34,2009
423,34,0,20,481,2008
424,2,0,20,16,2001
424,63,1,85,881,2015
426,5,0,37,39,2013
427,4,0,35,43,2000
428,80,0,37,706,1999
429,34,0,49,482,2012
430,4,0,13,1,1996
430,14,0,49,401,2010
431,21,0,12,461,1996
431,14,0,12,402,2005
432,14,0,12,401,2002
432,34,1,23,481,2005
433,4,0,35,43,2017
434,14,0,63,401,2011
435,14,0,20,404,2014
436,4,0,49,40,1997
436,80,0,71,706,2011
437,4,0,52,46,2012
437,4,0,35,47,2013
437,34,0,20,471,1987
438,4,0,55,33,2011
439,34,0,12,481,2001
440,4,0,32,43,2015
440,5,0,34,44,2009
441,4,0,12,17,1993
442,14,0,62,401,2001
443,6,0,48,34,2002
444,4,0,63,38,2019
445,14,0,49,401,2000
446,2,0,12,3,1994
446,21,0,7,461,1991
446,14,0,49,402,2015
447,34,0,12,471,2008
449,4,0,30,40,2012
450,2,0,12,3,2013
451,6,0,48,34,2004
452,34,0,20,481,2019
453,34,0,12,471,1996
454,34,0,7,482,2016
454,6,0,48,34,1998
455,5,0,29,5,2014
455,14,0,49,401,2001
456,34,0,20,481,2006
457,4,0,41,49,2004
458,34,1,12,481,1999
459,7,0,30,42,1994
459,4,0,49,40,2009
460,34,0,7,482,2012
460,4,0,52,46,2003
460,6,0,30,40,2004
461,34,0,12,481,2011
462,66,1,85,881,1999
463,14,0,59,401,1999
464,4,0,55,35,2019
465,4,0,37,37,2019
466,4,0,7,24,2019
467,34,0,7,482,2006
467,14,0,2,404,2014
468,5,0,49,46,2015
468,20,0,7,442,2007
469,34,0,20,481,2012
470,4,0,9,20,2000
471,34,0,12,481,2018
472,4,0,54,44,2016
472,34,0,12,481,2016
473,3,0,35,48,2009
473,4,0,37,32,2008
474,15,0,41,421,2013
475,80,0,98,706,2001
476,15,0,23,421,2000
477,4,0,41,49,2005
478,4,0,35,43,2019
479,34,0,49,472,2003
480,80,0,72,706,2014
482,4,0,7,26,2013
482,34,0,12,481,2008
483,14,0,49,402,2008
484,20,0,37,441,2008
484,63,0,85,881,2012
484,66,1,85,881,2020
485,6,0,49,47,2007
486,15,0,20,421,2012
487,49,0,99,999,9999
488,20,0,20,445,2015
488,4,0,49,32,2009
489,34,0,20,481,2009
490,67,0,23,880,2017
490,4,0,55,33,2006
491,4,0,49,32,1988
492,51,0,98,983,2005
492,50,0,84,981,2008
493,96,0,98,734,2015
494,4,0,49,32,2006
494,4,0,12,23,2013
495,15,0,54,421,2016
495,80,0,72,706,2017
496,67,0,12,880,2017
497,6,0,48,45,2008
498,4,0,48,34,1995
499,2,0,20,9,1987
499,4,0,20,2,2008
499,4,0,63,32,2009
500,5,0,47,31,1995
502,5,0,52,398,2017
505,14,0,41,403,2014
506,14,0,12,401,1999
506,5,0,63,38,2017
507,80,0,72,706,2014
508,34,0,12,481,1999
509,80,0,72,706,1997
510,80,0,37,705,2005
510,34,0,19,480,2004
511,20,0,49,442,2017
512,2,0,7,43,2003
512,4,0,35,47,2013
513,5,0,63,33,2008
514,49,0,99,999,9999
515,2,0,37,32,1990
515,34,0,12,481,2006
516,14,0,48,401,2009
516,15,0,2,422,2018
517,4,0,22,2,1992
518,14,0,37,402,2013
519,5,0,37,37,2010
520,14,0,41,403,2013
520,84,0,37,702,1981
521,34,0,20,481,1997
523,2,0,20,36,2002
524,6,0,48,34,2000
525,80,0,72,706,2008
526,8,0,99,399,9999
527,14,0,37,403,2003
527,50,0,84,981,2017
528,4,0,41,49,2004
529,4,0,35,47,2009
1,14,0,12,402,2005
3,14,0,12,401,2010
4,4,0,20,22,2005
4,15,0,2,422,2017
5,4,0,37,31,2014
5,5,0,29,5,2013
6,34,0,23,481,2018
6,14,0,35,401,1995
7,4,0,55,36,2016
8,34,0,20,471,1992
8,34,0,7,472,2005
9,20,0,20,441,2003
10,6,0,12,13,1995
11,14,0,49,403,2013
12,34,0,20,473,2005
13,4,0,24,1,1992
13,67,0,7,880,2015
14,2,0,20,22,2007
15,15,0,20,423,2018
16,4,0,30,40,2016
16,34,0,37,471,2006
17,67,0,12,880,2013
17,34,0,12,471,1998
18,14,0,12,402,2013
18,66,1,87,884,2018
19,4,0,49,40,1997
20,34,0,20,481,1995
21,34,0,12,481,1993
22,14,0,12,401,2003
24,14,0,37,402,2018
25,34,0,12,481,2013
26,4,0,55,36,2008
26,34,0,7,482,2017
27,34,0,20,482,2005
28,4,0,24,7,2007
28,61,0,12,870,2019
29,4,0,42,48,2002
29,21,0,12,461,2006
30,4,0,39,37,2009
31,5,0,63,32,2018
31,14,0,49,401,2010
33,14,0,2,405,2005
34,4,0,37,31,2003
35,14,0,59,403,2004
37,34,0,12,471,1999
38,6,0,52,47,2003
38,66,1,87,881,2010
39,4,0,12,23,2011
40,99,0,99,999,9999
41,4,0,55,33,2011
42,4,0,30,40,2014
43,15,0,20,421,2004
43,34,0,20,471,1989
44,6,0,35,51,2017
44,14,0,2,403,2012
44,2,0,35,47,2011
45,4,0,55,33,2013
45,66,2,51,881,2016
45,5,0,41,51,2005
46,34,0,35,472,2002
46,66,0,86,890,1985
47,4,0,51,47,2006
47,66,1,82,881,1995
48,14,0,18,401,2005
48,6,0,48,38,1993
48,14,0,48,401,2010
49,34,0,20,481,1998
50,6,0,12,25,2017
50,34,0,7,482,2010
51,4,0,49,32,2015
52,10,0,48,44,2006
53,4,0,37,32,2007
54,4,0,42,48,2007
55,2,0,37,32,2002
55,14,0,49,402,2020
56,4,0,12,37,2010
58,4,0,7,20,2001
59,4,0,37,32,2006
60,4,0,49,40,1993
60,15,0,37,422,2019
61,4,0,48,34,2011
62,6,0,18,24,2012
63,4,0,12,37,2007
64,66,1,82,881,2001
65,16,0,20,431,1996
66,6,0,12,24,2008
67,4,0,59,31,2005
67,66,0,98,809,2000
67,61,1,12,881,2019
68,4,0,59,31,2002
69,5,0,30,42,2015
69,20,0,37,441,2007
70,14,0,35,401,2008
71,4,0,30,40,2018
74,4,0,49,40,1996
74,4,0,49,40,1998
75,2,0,14,4,1996
76,80,0,53,706,2008
76,14,0,48,401,2016
77,80,0,37,706,1982
77,34,0,23,471,2002
78,14,0,20,401,2002
79,4,0,35,50,2011
80,4,0,37,31,2008
80,4,0,48,34,2018
82,4,0,14,17,1999
83,34,0,20,481,2006
83,63,1,85,881,2016
85,34,0,12,481,2007
86,4,0,37,31,1998
86,14,0,12,401,2016
87,20,0,37,441,2004
88,34,0,12,481,2005
89,1,0,32,45,2002
91,3,0,55,36,2002
92,14,0,55,401,2017
93,80,0,72,706,1997
93,80,0,72,706,2017
94,15,0,23,421,2004
95,99,0,99,999,9999
96,80,0,72,706,2006
97,80,0,53,706,2013
98,4,0,20,2,2006
98,80,0,73,706,1999
99,14,0,2,404,2006
99,80,0,72,706,2012
100,80,0,76,705,2007
101,34,0,12,471,2004
102,14,0,35,402,2001
103,80,0,76,705,2009
104,4,0,52,46,2008
104,15,0,37,421,2015
105,4,0,18,18,1996
107,80,0,72,706,2005
107,4,0,48,34,2018
108,14,0,63,401,2014
109,4,0,20,2,2007
110,96,0,98,734,2018
110,80,0,76,705,2015
111,4,0,49,32,2014
112,34,0,49,472,2016
113,4,0,54,35,2001
113,4,0,14,6,1994
114,2,0,7,28,2016
115,34,0,7,472,1999
116,5,0,49,46,2015
117,80,0,53,706,2014
117,15,0,3,421,2003
118,4,0,41,50,2016
120,90,0,98,739,2007
121,2,0,12,3,2006
123,4,0,49,40,1997
124,80,0,53,706,2003
125,34,0,41,471,1999
126,80,0,72,706,2019
127,14,0,7,402,2001
127,80,0,72,706,2004
128,4,0,20,2,2007
129,6,0,49,47,2003
129,14,0,49,402,2016
130,80,0,72,706,2019
131,14,0,49,401,1985
131,14,0,14,402,2006
132,80,0,53,706,2008
132,14,0,48,401,2007
133,80,0,72,706,2005
133,4,0,58,38,2011
133,34,0,35,471,1989
133,2,0,12,13,1999
134,80,0,72,706,2005
134,4,0,37,31,2009
135,80,0,72,706,2006
136,14,0,2,405,2005
136,80,0,72,706,2013
137,4,0,49,32,2003
137,16,0,20,431,1997
138,1,0,30,42,1989
140,34,0,20,481,2009
141,4,0,21,21,2003
142,6,0,6,52,2002
143,3,0,49,50,2007
144,6,0,35,51,2018
144,3,0,41,35,1992
145,80,0,76,706,2002
145,67,1,7,880,2001
146,4,0,22,20,2007
146,34,0,20,481,2006
147,16,1,12,423,2001
148,80,0,72,706,2017
148,34,0,12,481,2019
149,15,0,23,421,2007
151,14,0,62,404,2015
152,34,0,7,482,2018
152,14,0,37,402,1998
152,14,0,48,401,2017
153,34,0,12,481,2012
155,34,0,12,481,2017
155,80,0,34,706,2006
156,34,0,23,481,1995
158,90,0,53,734,2009
160,2,0,58,37,2008
161,80,0,76,705,2002
161,20,0,7,442,2002
162,80,0,72,706,2020
162,80,0,37,706,2004
163,14,0,55,401,2017
164,14,0,55,401,2005
164,21,0,20,461,2014
165,4,0,20,37,2012
165,5,0,49,46,2007
166,34,0,49,472,1996
167,14,0,12,401,1991
167,34,0,35,472,2005
168,4,0,35,50,2019
169,80,0,76,706,2012
169,61,0,12,870,2016
170,20,0,20,441,1995
171,4,0,34,37,2006
172,4,0,54,35,2000
172,34,0,20,481,2005
173,20,0,20,441,2001
173,34,1,12,481,2018
173,67,1,23,880,2019
175,34,0,20,481,1993
175,14,0,20,401,2002
176,4,0,37,32,1996
177,4,0,37,32,1992
178,14,0,35,402,2012
180,4,0,7,24,2007
181,80,0,76,703,2014
182,4,0,34,34,2013
183,96,0,98,734,2010
184,34,0,20,481,2008
185,34,0,20,481,2006
185,4,0,12,17,1996
186,4,0,10,41,1996
187,4,0,30,40,2001
187,4,0,54,36,1999
188,4,0,37,32,2009
189,80,0,73,703,2011
190,6,0,48,38,2015
191,34,0,12,481,2003
191,4,0,37,31,1991
191,34,0,23,481,1988
192,4,0,22,20,2004
192,4,0,37,32,1999
193,80,0,72,706,2006
194,14,0,12,401,1992
195,2,0,49,44,2000
195,4,0,49,40,2009
195,34,0,7,482,2001
195,4,0,6,51,2006
195,34,0,12,481,1994
196,4,0,37,31,2010
196,4,0,30,40,2006
197,4,0,37,32,2003
198,80,0,72,706,2011
198,4,0,37,32,1998
200,34,0,20,481,2007
201,80,0,73,705,2017
202,34,0,12,481,1974
203,4,0,37,31,2007
204,2,0,37,31,1994
205,80,0,73,704,2019
205,14,0,12,402,2013
206,34,0,12,481,1999
207,4,0,37,32,1998
207,63,0,85,881,2017
208,14,0,63,401,2002
209,15,0,12,422,2008
210,62,0,82,881,2015
211,14,0,63,401,2000
211,66,0,82,881,1996
211,34,0,23,481,2002
212,4,0,35,43,2004
213,4,0,30,40,1998
213,34,0,20,481,2001
214,4,0,59,34,1998
214,4,0,49,40,2001
215,80,0,72,706,2007
216,4,0,41,35,2001
217,4,0,53,33,2006
217,4,0,55,33,2011
217,80,0,73,704,2019
218,2,0,37,31,1999
218,34,0,20,473,2005
219,34,0,20,481,2004
220,96,0,98,734,2019
221,14,0,34,402,2007
222,66,0,85,881,2012
222,15,0,49,422,2002
223,63,1,85,881,2012
224,15,0,20,421,1993
225,4,0,37,31,1996
226,67,0,12,880,2006
227,5,0,12,37,2003
227,66,1,51,881,2019
228,4,0,51,46,2000
229,80,0,37,706,2003
230,4,0,30,46,2000
231,4,0,35,47,2004
232,90,0,98,733,2005
232,34,0,12,481,1995
233,4,0,21,20,1998
233,34,1,20,481,2007
234,4,0,37,32,1994
234,80,0,72,706,1996
235,34,1,12,481,2004
235,34,0,49,472,2016
236,80,0,53,705,2004
237,4,0,35,39,2001
237,34,0,20,473,2015
238,99,0,99,999,9999
239,4,0,37,32,1990
239,34,0,7,482,2012
240,34,0,12,481,1992
241,34,0,20,481,2000
241,66,1,51,881,2000
242,5,0,42,55,2016
243,4,0,49,32,2014
244,6,0,6,52,2007
245,34,0,20,481,2006
245,80,0,72,706,1991
246,20,0,37,441,2002
247,4,0,20,32,1993
247,67,1,12,880,2017
248,34,1,7,482,2006
248,80,0,72,706,2001
249,80,0,53,706,2001
249,5,0,37,39,2018
250,14,0,12,401,2017
250,51,0,98,907,2010
251,20,0,7,442,2000
251,14,0,23,401,2005
252,14,0,34,404,2017
253,80,0,53,706,2004
254,14,0,20,401,1992
255,2,0,32,52,2014
256,4,0,49,32,2004
257,20,0,41,441,2003
258,80,0,53,706,2018
259,80,0,72,706,2013
260,4,0,35,43,2018
260,80,0,76,706,2000
260,99,0,99,999,9999
261,4,0,13,15,2009
262,80,0,98,709,2000
263,6,0,35,49,2004
264,34,0,7,482,2001
265,14,0,7,402,1999
266,6,0,48,38,2013
266,14,0,41,403,2016
267,14,0,49,403,2015
267,14,0,49,401,2000
268,34,0,12,481,2002
268,14,0,12,402,2008
268,34,0,49,472,2015
269,80,0,72,706,2019
269,20,0,7,442,2011
270,61,0,7,881,2018
270,66,2,87,881,2019
271,14,0,2,403,1997
272,20,0,20,441,1997
274,15,0,23,422,2004
275,4,0,49,40,2003
276,14,0,20,403,2003
276,15,0,12,422,1997
277,15,0,42,421,2011
278,5,0,41,50,2006
278,4,0,32,43,2017
279,4,0,58,38,2006
280,14,0,35,402,2008
281,4,0,35,47,1999
281,2,0,37,31,1994
282,34,0,7,482,2009
282,4,0,63,38,2016
283,14,0,52,401,2003
284,80,0,72,706,1999
284,66,1,87,881,2003
284,60,0,82,881,2007
285,80,0,37,705,2007
285,14,0,12,402,2010
286,34,0,35,471,1993
286,66,1,85,881,2007
287,6,0,48,45,2019
287,14,0,2,404,2004
288,66,0,85,881,2010
288,14,0,2,404,2019
288,66,1,82,881,2017
289,80,0,72,706,2001
289,20,0,37,441,2013
290,21,0,12,461,1997
290,80,0,73,704,2020
291,10,0,20,38,2005
292,4,0,22,2,2003
293,4,0,35,47,2011
295,6,0,6,52,2004
296,2,0,20,9,2012
297,14,0,21,401,1997
297,14,0,49,402,2018
298,61,0,12,881,1999
299,4,0,20,16,2002
299,34,0,23,481,2015
300,3,0,54,38,2006
300,34,0,12,481,2018
301,14,0,12,402,2005
301,63,0,12,881,1995
302,99,0,99,999,9999
303,99,0,99,999,9999
304,34,0,20,481,2020
304,34,0,12,481,2000
305,20,0,37,441,2001
305,66,0,87,881,1990
306,34,0,20,481,2015
307,80,0,98,706,2016
308,2,0,34,34,1998
308,6,0,30,42,2017
309,80,0,73,706,2007
309,21,0,20,461,2007
310,80,0,76,706,2016
310,34,1,7,482,2012
312,34,0,7,472,2003
312,92,0,98,998,2010
313,4,0,41,35,2002
313,21,0,12,462,2015
314,1,0,12,3,2001
315,14,0,49,402,2011
316,6,0,48,38,2012
316,80,0,37,706,2004
317,20,0,9,442,1997
317,34,0,23,481,2003
317,14,0,55,402,2016
319,5,0,41,51,2005
319,14,0,2,404,1996
320,80,0,34,706,2017
320,4,0,20,37,2015
321,4,0,34,34,2006
321,1,0,69,54,2006
322,4,0,12,37,2008
324,2,0,20,2,1971
325,4,0,35,39,2003
325,5,0,49,46,2004
326,80,0,76,706,2003
327,14,0,2,408,2018
328,34,0,12,481,2012
329,80,0,72,706,2007
330,34,0,7,482,2019
331,34,0,49,472,2001
332,34,0,23,481,1991
333,15,0,49,422,2005
333,34,0,20,471,1997
333,61,0,20,870,1995
334,80,0,72,706,2019
334,80,0,37,705,2013
335,34,0,7,482,2001
336,99,0,99,999,9999
336,14,0,48,401,2017
337,3,0,35,48,2006
338,4,0,49,32,2016
338,66,1,84,881,2018
338,34,0,12,481,2005
339,14,0,63,401,2001
339,34,0,20,481,1995
340,14,0,23,401,2002
341,14,0,63,402,2006
342,3,0,37,31,1996
343,80,0,53,705,2006
344,82,0,72,706,2014
345,90,0,76,734,2008
345,80,0,37,703,1975
346,3,0,36,38,2013
346,80,0,76,706,2013
348,80,0,76,706,2007
348,3,0,54,38,2002
349,34,0,20,481,1990
350,15,0,20,421,2005
350,14,0,2,403,2014
350,4,0,48,34,1993
350,2,0,20,22,2008
351,80,0,53,706,2018
352,90,0,37,733,2005
352,61,0,20,881,2019
353,4,0,35,39,2002
353,34,0,12,481,1998
354,80,0,98,705,2007
355,1,0,22,398,1966
355,6,0,12,24,2007
355,52,0,92,988,2018
356,34,0,20,481,2009
356,63,0,87,881,1996
357,34,0,49,482,2017
358,4,0,49,40,2003
358,4,0,48,34,1999
358,4,0,37,31,2002
358,34,0,49,472,2017
359,62,1,20,881,1989
359,34,0,20,481,2004
360,4,0,39,32,1997
362,34,0,20,481,2003
362,66,0,84,884,1999
363,80,0,72,706,2016
364,15,0,12,425,2019
364,80,0,53,706,2006
365,15,0,2,422,2016
365,4,0,35,47,2007
366,15,0,23,421,2007
367,80,0,53,705,2007
368,2,0,12,3,1997
369,14,0,63,402,2019
369,4,0,32,59,2017
370,14,0,20,401,1995
370,34,0,7,482,2017
370,34,0,49,472,2009
371,80,0,72,706,2005
371,15,0,20,421,2005
372,99,0,99,999,9999
373,14,0,35,401,1993
373,4,0,49,40,1998
374,1,0,58,37,2009
375,34,0,7,472,1993
376,2,0,37,32,2012
376,6,0,20,23,2007
376,2,0,37,32,2006
377,80,0,76,705,2017
377,34,0,49,472,1995
378,34,0,12,481,2001
379,14,0,48,401,2015
379,34,0,12,471,1998
380,4,0,6,51,2018
381,66,1,82,881,2019
382,20,0,37,441,2003
382,66,1,84,881,2011
383,80,0,72,706,2005
384,4,0,49,40,2005
386,4,0,55,36,2013
387,14,0,49,402,2003
387,3,0,49,51,2011
387,15,0,35,421,2011
389,4,0,39,32,2013
390,15,0,20,422,2006
391,14,0,12,401,2015
391,15,0,42,422,2020
392,34,0,49,472,2004
393,80,0,72,706,2020
395,15,0,54,421,2002
398,15,0,41,421,2019
398,34,0,20,473,2004
399,4,0,35,398,1991
400,4,0,63,38,2016
401,5,0,7,25,2009
401,14,0,34,402,2009
402,34,0,20,481,2001
403,15,0,23,421,2001
404,4,0,64,32,2000
404,80,0,73,706,2014
405,4,0,6,51,2010
406,34,0,23,481,2004
407,15,0,37,421,2006
407,66,1,87,881,2016
409,34,0,49,471,1993
409,34,0,12,481,1998
410,4,0,37,32,2005
410,1,0,12,3,1999
410,20,0,35,443,2001
411,4,0,49,51,2008
411,34,0,7,472,1997
412,34,0,12,481,2014
413,34,0,20,481,2011
414,80,0,98,706,2016
415,21,0,20,461,2006
415,83,0,37,702,1999
416,14,0,2,404,2020
416,66,0,87,881,1997
417,2,0,18,5,1997
418,80,0,72,706,2019
419,34,0,23,481,2004
420,4,0,49,40,2009
420,80,0,72,706,2017
421,4,0,49,40,2012
421,4,0,7,43,2006
422,14,0,49,401,1997
422,14,0,18,404,2016
423,49,0,2,999,1968
423,34,0,7,482,2005
423,14,0,12,401,2011
424,15,0,20,421,2019
425,4,0,37,32,2006
426,5,0,20,29,2020
426,20,0,7,442,2000
427,4,0,35,47,2018
428,15,0,20,421,2004
429,4,0,58,37,2010
430,34,0,12,481,2013
431,6,0,49,46,2016
431,4,0,35,47,2000
432,84,0,98,703,2009
432,4,0,41,35,1997
434,14,0,34,402,2021
434,14,0,63,401,2020
435,2,0,32,50,2017
436,66,1,82,881,2013
436,80,0,37,705,2001
437,34,0,20,481,2003
437,5,0,30,42,2006
437,67,1,12,880,2016
438,49,0,99,999,9999
439,14,0,49,403,2004
440,34,0,20,481,2019
440,4,0,49,32,2014
441,14,0,20,404,2020
441,99,0,99,999,9999
442,34,0,12,481,2000
443,84,0,76,701,2006
443,34,0,12,481,2018
444,34,0,41,471,1996
445,34,0,49,472,2001
446,34,0,12,471,2003
446,14,0,12,401,2018
447,61,0,12,870,2017
448,14,0,48,403,2016
449,14,0,49,401,2019
450,4,0,55,33,2005
451,34,0,12,481,2015
451,4,0,37,32,1998
452,2,0,37,31,2007
452,34,0,23,481,2007
453,4,0,42,43,1998
453,34,0,20,481,2003
454,5,0,41,35,2002
454,14,0,20,404,2017
454,14,0,23,402,2011
455,4,0,35,47,2008
455,6,0,63,37,2013
456,4,0,20,37,2014
456,4,0,20,37,2005
457,14,0,49,403,2019
458,4,0,49,32,2015
459,20,0,37,441,2001
460,4,0,48,38,2008
460,6,0,48,34,1996
460,6,0,35,49,2004
460,14,0,37,403,2004
461,80,0,37,706,1998
461,4,0,55,35,2017
462,34,0,20,481,1995
463,6,0,48,45,2018
463,80,0,37,705,2004
464,4,0,37,32,2008
464,34,0,12,471,2005
465,2,0,37,32,2011
466,3,0,12,37,2007
466,14,0,59,403,2010
467,15,0,12,422,2003
468,4,0,6,42,1999
468,4,0,20,25,2014
469,80,0,72,706,2003
469,5,0,12,27,2013
470,4,0,35,50,2010
471,4,0,49,40,2011
472,34,0,20,481,2016
472,80,0,73,705,2011
472,66,2,87,881,2017
472,66,2,87,881,2017
472,34,0,20,481,2005
472,4,0,37,31,2006
472,4,0,34,35,2014
473,2,0,37,33,2000
473,63,1,85,881,2020
474,34,0,35,472,2008
474,4,0,24,1,1999
475,34,0,20,481,1988
476,34,0,20,481,1995
476,67,0,12,880,2018
477,4,0,7,24,2012
477,80,0,37,703,2015
478,20,0,23,441,1994
479,80,0,37,705,2003
480,14,0,18,401,2003
481,4,0,55,33,2004
482,14,0,23,401,2003
482,65,0,98,850,1990
483,4,0,20,37,2004
483,6,0,63,37,2013
484,4,0,41,50,2013
485,34,0,7,472,1993
486,4,0,49,40,1997
486,66,2,85,881,2020
487,34,0,7,472,2000
488,2,0,54,37,1999
489,34,0,20,481,2001
490,34,0,20,481,2014
491,4,0,37,31,2001
492,34,0,7,482,2016
492,66,1,86,881,2021
492,34,0,7,472,2006
492,4,0,34,34,2009
492,4,0,49,40,2007
493,34,0,23,481,2009
494,80,0,98,706,2019
494,4,0,19,21,2005
495,34,0,20,481,2002
496,99,0,99,999,9999
497,3,0,30,42,2008
498,4,0,37,38,2018
498,4,0,37,32,2010
499,14,0,2,404,2013
500,4,0,55,35,2009
501,4,0,19,21,2006
501,4,0,41,51,2008
502,21,0,12,461,2013
503,34,0,20,481,1999
503,61,0,12,881,2004
504,4,0,37,31,1998
504,34,1,20,481,2011
505,4,0,22,16,1997
505,4,0,37,32,2014
506,2,0,37,31,1998
507,14,0,55,402,2018
508,4,0,49,32,1998
508,14,0,2,404,2019
508,14,0,37,402,2007
508,4,0,49,32,2017
509,34,0,49,471,1993
510,4,0,34,35,2021
511,6,0,6,52,2001
511,67,0,7,880,2018
512,14,0,37,402,2012
513,4,0,7,20,2004
514,34,0,12,471,2011
515,14,0,12,401,2003
516,96,0,98,734,2017
517,62,0,82,881,2013
517,4,0,12,17,2008
517,15,0,20,421,2001
518,4,0,52,46,2006
519,34,0,49,472,2015
519,34,1,20,481,2015
521,20,0,7,442,1998
522,4,0,47,35,2006
523,4,0,20,16,2000
523,34,0,12,481,1999
524,99,0,99,999,9999
525,34,0,12,481,2005
525,2,0,7,28,2019
526,66,1,87,881,1991
526,66,0,51,881,2012
526,15,0,37,421,2017
526,4,0,22,18,2004
527,6,0,48,45,2016
528,10,0,48,44,2003
528,80,0,72,706,2017
530,15,0,54,421,2011
531,5,0,48,38,2018
532,80,0,98,705,2007
532,4,0,20,2,2006
533,4,0,22,18,2005
534,21,0,20,461,1990
535,9,0,99,399,9999
536,4,0,12,23,2019
537,4,0,58,32,1994
538,5,0,49,46,2007
538,4,0,49,32,2015
539,34,0,12,481,1982
539,15,0,20,421,2005
540,4,0,20,25,2017
541,34,0,20,482,2003
542,4,0,20,2,2010
542,8,0,35,43,2001
543,2,0,37,33,1992
543,34,0,12,481,2019
543,34,0,12,471,2004
544,4,0,55,33,2009
545,80,0,72,706,2012
546,2,0,14,4,1997
547,4,0,12,16,2011
548,14,0,59,403,2017
549,14,0,35,401,2016
549,66,1,82,881,2017
550,98,0,97,997,9998
551,4,0,37,31,1998
552,61,0,38,883,2016
553,4,0,63,34,2015
554,14,0,53,405,2006
555,34,0,7,482,2014
555,14,0,42,403,2015
556,1,0,12,4,2003
557,34,0,20,481,2019
558,34,0,7,482,2015
558,6,0,48,34,1997
559,4,0,35,47,2016
559,20,0,7,442,1999
560,6,0,49,46,2014
561,2,0,7,28,2016
562,34,0,20,481,2006
563,6,0,48,34,1990
564,34,0,12,481,2013
565,34,0,20,481,2001
566,20,0,49,442,2013
566,20,0,20,441,2000
567,6,0,12,17,1997
567,2,0,12,3,1998
568,4,0,13,13,2014
568,15,0,48,421,2019
569,80,0,37,704,1985
569,4,0,20,22,2005
570,80,0,73,706,2009
571,15,0,3,421,9999
572,34,0,23,481,2007
573,98,0,97,997,9998
574,14,0,99,499,9999
575,98,0,97,997,9998
575,66,0,85,881,1998
1,83,0,98,709,9999
2,34,0,12,471,1994
3,4,0,49,40,2004
4,4,0,58,37,2007
5,34,0,20,481,2018
5,16,0,12,423,2001
6,34,0,7,482,2001
6,4,0,55,33,2011
6,14,0,48,401,2013
7,34,0,12,481,1986
8,4,0,20,37,2014
9,6,0,48,38,1993
9,5,0,20,29,2014
10,14,0,37,402,2012
11,4,0,41,35,1985
11,67,1,12,880,2006
12,14,0,53,402,2002
12,34,0,12,481,1999
12,2,0,20,16,1998
13,4,0,49,40,1998
14,34,1,20,481,2006
15,16,0,23,431,2002
15,34,0,20,481,2014
16,34,0,12,471,2008
18,4,0,58,41,2018
20,14,0,12,401,2004
21,34,0,49,472,1996
22,4,0,55,36,2013
23,14,0,2,404,2001
24,20,0,35,443,2001
