case,year,par,repjur
363,2019,E970986,278.0
363,2019,E970986,278.0
364,2019,E971402,305.0
365,2019,E971389,122.0
366,2019,E971669,25.0
366,2019,E971669,25.0
367,2019,E959018,330.0
367,2019,E959018,330.0
368,2019,3709713,339.0
369,2019,E972093,7.0
369,2019,E972093,7.0
369,2019,E972093,7.0
370,2019,E972260,1.0
370,2019,E972260,1.0
371,2019,E972516,122.0
372,2019,E972885,278.0
373,2019,E973005,26.0
373,2019,E973005,26.0
373,2019,E973005,26.0
374,2019,E974167,290.0
374,2019,E974167,290.0
375,2019,E974237,5.0
376,2019,E974324,346.0
377,2019,E974380,4.0
378,2019,E975728,1.0
379,2019,E975944,2.0
379,2019,E975944,2.0
379,2019,E975944,2.0
380,2019,E975663,6.0
380,2019,E975663,6.0
381,2019,E975794,146.0
382,2019,E976023,7.0
382,2019,E976023,7.0
382,2019,E976023,7.0
382,2019,E976023,7.0
383,2019,E976486,35.0
384,2019,E976496,25.0
384,2019,E976496,25.0
385,2019,E976629,7.0
385,2019,E976629,7.0
386,2019,E976671,188.0
386,2019,E976671,188.0
387,2019,3705992,263.0
388,2019,E977568,42.0
389,2019,E977758,1.0
390,2019,E978024,11.0
390,2019,E978024,11.0
391,2019,E978427,5.0
392,2019,EA21730,5.0
393,2019,E978797,82.0
394,2019,E978866,8.0
395,2019,E979909,8.0
396,2019,E963305,8.0
396,2019,E963305,8.0
397,2019,E968496,5.0
398,2019,E979944,4.0
398,2019,E979944,4.0
399,2019,E980328,16.0
400,2019,E980645,278.0
401,2019,E980699,26.0
401,2019,E980699,26.0
402,2019,E981386,6.0
402,2019,E981386,6.0
402,2019,E981386,6.0
403,2019,E981543,35.0
404,2019,E981624,6.0
405,2019,E982012,25.0
406,2019,E979357,286.0
407,2019,E982343,3.0
408,2019,E982413,106.0
409,2019,E982840,1.0
410,2019,E983590,189.0
411,2019,E983667,2.0
412,2019,E983677,2.0
413,2019,E981655,222.0
414,2019,E984511,2.0
414,2019,E984511,2.0
415,2019,E985772,8.0
416,2019,E985936,44.0
417,2019,E985970,35.0
417,2019,E985970,35.0
419,2019,E987024,59.0
420,2019,E987256,2.0
421,2019,E987417,106.0
421,2019,E987417,106.0
422,2019,E987639,8.0
423,2019,E987726,55.0
423,2019,E987726,55.0
424,2019,E987951,2.0
424,2019,E987951,2.0
426,2019,E988647,7.0
427,2019,E989084,1.0
428,2019,3384575,160.0
429,2019,E990421,8.0
430,2019,E990638,3.0
430,2019,E990638,3.0
431,2019,E991064,35.0
431,2019,E991064,35.0
432,2019,E991120,6.0
432,2019,E991120,6.0
433,2019,E991404,2.0
434,2019,E991650,59.0
435,2019,E991663,6.0
436,2019,E991848,25.0
436,2019,E991848,25.0
437,2019,E988133,2.0
437,2019,E988133,2.0
437,2019,E988133,2.0
438,2019,E992424,122.0
439,2019,E993268,1.0
440,2019,E993770,2.0
440,2019,E993770,2.0
441,2019,E994060,47.0
442,2019,E994233,6.0
443,2019,E994471,2.0
444,2019,E997028,173.0
445,2019,E994918,160.0
446,2019,E994935,269.0
446,2019,E994935,269.0
446,2019,E994935,269.0
447,2019,E995304,7.0
449,2019,E996124,8.0
450,2019,E996708,1.0
451,2019,E996994,6.0
452,2019,E997096,29.0
453,2019,E997746,39.0
454,2019,E997561,28.0
454,2019,E997561,28.0
455,2019,E997925,7.0
455,2019,E997925,7.0
456,2019,E998093,2.0
457,2019,E998114,2.0
458,2019,E998216,4.0
459,2019,E998475,35.0
459,2019,E998475,35.0
460,2019,E998531,1.0
460,2019,E998531,1.0
460,2019,E998531,1.0
461,2019,E998611,74.0
462,2019,E998686,6.0
463,2019,E999084,4.0
464,2019,E998894,2.0
465,2019,E995586,262.0
466,2019,E999528,297.0
467,2019,E999626,33.0
467,2019,E999626,33.0
468,2019,E999821,4.0
468,2019,E999821,4.0
469,2019,E999878,1.0
470,2019,EA00402,55.0
471,2019,EA00816,32.0
472,2019,E992886,297.0
472,2019,E992886,297.0
473,2019,EA01593,2.0
473,2019,EA01593,2.0
474,2019,EA01917,339.0
475,2019,E982845,1.0
476,2019,E985989,25.0
477,2019,E986976,339.0
478,2019,3754063,263.0
479,2019,3824332,263.0
480,2019,3736820,263.0
482,2019,E994300,21.0
482,2019,E994300,21.0
483,2019,E994426,1.0
484,2019,E995595,7.0
484,2019,E995595,7.0
484,2019,E995595,7.0
485,2019,E995911,248.0
486,2019,E996301,3.0
487,2019,3658285,344.0
488,2019,E927755,39.0
488,2019,E927755,39.0
489,2019,3806728,263.0
490,2019,E997525,242.0
490,2019,E997525,242.0
491,2019,E984535,39.0
492,2019,EA06086,21.0
492,2019,EA06086,21.0
493,2019,E993811,27.0
494,2019,EA00856,73.0
494,2019,EA00856,73.0
495,2019,E995033,160.0
495,2019,E995033,160.0
496,2019,EA14388,5.0
497,2019,E959529,1.0
498,2019,3762692,263.0
499,2019,E902536,2.0
499,2019,E902536,2.0
499,2019,E902536,2.0
500,2019,E941519,7.0
502,2019,E983710,2.0
505,2019,3751331,263.0
506,2019,E942491,3.0
506,2019,E942491,3.0
507,2019,E960349,35.0
508,2019,EA85528,13.0
509,2019,E944659,31.0
510,2019,E937972,278.0
510,2019,E937972,278.0
511,2019,E879054,266.0
512,2019,E889208,160.0
512,2019,E889208,160.0
513,2019,E889136,290.0
514,2019,E900630,189.0
515,2019,E902970,290.0
515,2019,E902970,290.0
516,2019,3752636,263.0
516,2019,3752636,263.0
517,2019,E927292,278.0
518,2019,E920826,25.0
519,2019,E935293,171.0
520,2019,3805935,263.0
520,2019,3805935,263.0
521,2019,E964563,22.0
523,2019,E986677,180.0
524,2019,3810169,7.0
525,2019,E947747,339.0
526,2019,E965708,263.0
527,2019,E977114,42.0
527,2019,E977114,42.0
528,2019,E995792,238.0
529,2019,E989720,160.0
1,2020,EA00731,278.0
3,2020,EA01295,3.0
4,2020,EA01383,2.0
4,2020,EA01383,2.0
5,2020,EA02006,7.0
5,2020,EA02006,7.0
6,2020,EA02860,1.0
6,2020,EA02860,1.0
7,2020,EA03070,349.0
8,2020,EA03444,2.0
8,2020,EA03444,2.0
9,2020,EA03721,8.0
10,2020,EA04228,2.0
11,2020,EA04367,7.0
12,2020,EA04868,146.0
13,2020,EA04977,205.0
13,2020,EA04977,205.0
14,2020,EA05178,2.0
15,2020,EA05796,222.0
16,2020,EA06709,3.0
16,2020,EA06709,3.0
17,2020,EA06826,8.0
17,2020,EA06826,8.0
18,2020,EA07317,7.0
18,2020,EA07317,7.0
19,2020,EA08187,184.0
20,2020,EA08254,305.0
21,2020,EA08257,47.0
22,2020,EA08634,7.0
24,2020,EA09361,1.0
25,2020,EA10311,184.0
26,2020,EA11449,3.0
26,2020,EA11449,3.0
27,2020,EA12581,6.0
28,2020,EA13867,14.0
28,2020,EA13867,14.0
29,2020,EA13868,14.0
29,2020,EA13868,14.0
30,2020,EA16128,330.0
31,2020,EA17742,35.0
31,2020,EA17742,35.0
33,2020,EA19534,159.0
34,2020,EA10140,42.0
35,2020,EA10855,14.0
37,2020,EA11625,48.0
38,2020,EA12058,4.0
38,2020,EA12058,4.0
39,2020,EA12519,5.0
40,2020,EA13297,127.0
41,2020,EA13834,7.0
42,2020,EA13869,14.0
43,2020,EA13932,122.0
43,2020,EA13932,122.0
44,2020,EA14683,55.0
44,2020,EA14683,55.0
44,2020,EA14683,55.0
45,2020,EA15060,3.0
45,2020,EA15060,3.0
45,2020,EA15060,3.0
46,2020,EA15163,27.0
46,2020,EA15163,27.0
47,2020,EA16786,160.0
47,2020,EA16786,160.0
48,2020,EA17799,8.0
48,2020,EA17799,8.0
48,2020,EA17799,8.0
49,2020,EA18287,40.0
50,2020,EA18986,14.0
50,2020,EA18986,14.0
51,2020,3847626,263.0
52,2020,EA20417,278.0
53,2020,EA20934,35.0
54,2020,EA21778,5.0
55,2020,EA22120,8.0
55,2020,EA22120,8.0
56,2020,EA22189,284.0
58,2020,EA22810,14.0
59,2020,EA22930,25.0
60,2020,EA23013,305.0
60,2020,EA23013,305.0
61,2020,EA23371,305.0
62,2020,EA23540,278.0
63,2020,EA23541,3.0
64,2020,EA23857,1.0
65,2020,EA24118,1.0
66,2020,EA24161,305.0
67,2020,EA24052,5.0
67,2020,EA24052,5.0
67,2020,EA24052,5.0
68,2020,EA24602,1.0
69,2020,EA24930,5.0
69,2020,EA24930,5.0
70,2020,EA25184,206.0
71,2020,EA25233,3.0
74,2020,3856804,263.0
74,2020,3856804,263.0
75,2020,EA09339,122.0
76,2020,EA10410,305.0
76,2020,EA10410,305.0
77,2020,EA25457,14.0
77,2020,EA25457,14.0
78,2020,EA25787,31.0
79,2020,EA25971,305.0
80,2020,EA26001,1.0
80,2020,EA26001,1.0
82,2020,EA26421,3.0
83,2020,EA27720,4.0
83,2020,EA27720,4.0
85,2020,EA27983,4.0
86,2020,EA28579,3.0
86,2020,EA28579,3.0
87,2020,EA28702,59.0
88,2020,EA28746,330.0
89,2020,EA28768,39.0
91,2020,EA29075,21.0
92,2020,EA29099,14.0
93,2020,EA29100,14.0
93,2020,EA29100,14.0
94,2020,EA29436,1.0
95,2020,EA27726,122.0
96,2020,EA29239,39.0
97,2020,EA29469,7.0
98,2020,EA29518,19.0
98,2020,EA29518,19.0
99,2020,EA29532,2.0
99,2020,EA29532,2.0
100,2020,EA29598,2.0
101,2020,EA29604,27.0
102,2020,EA29761,31.0
103,2020,EA30158,305.0
104,2020,EA29524,3.0
104,2020,EA29524,3.0
105,2020,EA30082,330.0
107,2020,EA30273,248.0
107,2020,EA30273,248.0
108,2020,EA30422,7.0
109,2020,EA31214,24.0
110,2020,EA31318,18.0
110,2020,EA31318,18.0
111,2020,3836302,263.0
112,2020,EA31330,12.0
113,2020,EA31480,2.0
113,2020,EA31480,2.0
114,2020,EA31552,290.0
115,2020,EA31740,3.0
116,2020,EA31779,305.0
117,2020,EA31844,339.0
117,2020,EA31844,339.0
118,2020,EA31937,35.0
120,2020,EA32098,35.0
121,2020,3837845,263.0
123,2020,EA32328,278.0
124,2020,EA32339,2.0
125,2020,EA32382,40.0
126,2020,EA32402,42.0
127,2020,EA32570,25.0
127,2020,EA32570,25.0
128,2020,EA32583,297.0
129,2020,EA32709,7.0
129,2020,EA32709,7.0
130,2020,EA33044,3.0
131,2020,EA33074,39.0
131,2020,EA33074,39.0
132,2020,EA33333,8.0
132,2020,EA33333,8.0
133,2020,EA33505,290.0
133,2020,EA33505,290.0
133,2020,EA33505,290.0
133,2020,EA33505,290.0
134,2020,EA33537,297.0
134,2020,EA33537,297.0
135,2020,EA33684,3.0
136,2020,EA33940,12.0
136,2020,EA33940,12.0
137,2020,EA34049,8.0
137,2020,EA34049,8.0
138,2020,EA34127,3.0
140,2020,EA34295,169.0
141,2020,EA34305,26.0
142,2020,EA34308,1.0
143,2020,EA34338,7.0
144,2020,EA34402,241.0
144,2020,EA34402,241.0
145,2020,EA34578,2.0
145,2020,EA34578,2.0
146,2020,EA34671,6.0
146,2020,EA34671,6.0
147,2020,EA34888,1.0
148,2020,EA34904,5.0
148,2020,EA34904,5.0
149,2020,EA35085,11.0
151,2020,EA25062,25.0
152,2020,EA33740,269.0
152,2020,EA33740,269.0
152,2020,EA33740,269.0
153,2020,EA35894,8.0
155,2020,EA36385,290.0
155,2020,EA36385,290.0
156,2020,EA36401,38.0
158,2020,EA35921,22.0
160,2020,EA37663,25.0
161,2020,EA37664,25.0
161,2020,EA37664,25.0
162,2020,EA37695,339.0
162,2020,EA37695,339.0
163,2020,EA37914,160.0
164,2020,EA38156,6.0
164,2020,EA38156,6.0
165,2020,EA38486,339.0
165,2020,EA38486,339.0
166,2020,EA38627,16.0
167,2020,EA38743,25.0
167,2020,EA38743,25.0
168,2020,EA39075,35.0
169,2020,EA39076,35.0
169,2020,EA39076,35.0
170,2020,EA39131,2.0
171,2020,EA39593,3.0
172,2020,EA39731,1.0
172,2020,EA39731,1.0
173,2020,EA39778,6.0
173,2020,EA39778,6.0
173,2020,EA39778,6.0
175,2020,EA39893,40.0
175,2020,EA39893,40.0
176,2020,EA39894,40.0
177,2020,EA40321,31.0
178,2020,EA40438,41.0
180,2020,EA40788,173.0
181,2020,EA40857,14.0
182,2020,EA41179,2.0
183,2020,EA41186,44.0
184,2020,EA41234,4.0
185,2020,EA41583,4.0
185,2020,EA41583,4.0
186,2020,EA41787,40.0
187,2020,EA41882,2.0
187,2020,EA41882,2.0
188,2020,EA42064,2.0
189,2020,EA42062,160.0
190,2020,EA42263,8.0
191,2020,3841215,278.0
191,2020,3841215,278.0
191,2020,3841215,278.0
192,2020,EA16344,146.0
192,2020,EA16344,146.0
193,2020,EA16566,297.0
194,2020,EA42685,2.0
195,2020,EA42741,278.0
195,2020,EA42741,278.0
195,2020,EA42741,278.0
195,2020,EA42741,278.0
195,2020,EA42741,278.0
196,2020,EA42846,4.0
196,2020,EA42846,4.0
197,2020,EA42879,21.0
198,2020,EA43040,6.0
198,2020,EA43040,6.0
200,2020,EA43049,31.0
201,2020,EA43136,8.0
202,2020,EA43590,35.0
203,2020,EA43667,242.0
204,2020,EA43739,35.0
205,2020,EA43774,180.0
205,2020,EA43774,180.0
206,2020,EA43966,1.0
207,2020,EA43973,146.0
207,2020,EA43973,146.0
208,2020,3868801,41.0
209,2020,EA44132,262.0
210,2020,EA43322,4.0
211,2020,EA44281,146.0
211,2020,EA44281,146.0
211,2020,EA44281,146.0
212,2020,EA44532,8.0
213,2020,EA44550,4.0
213,2020,EA44550,4.0
214,2020,EA44784,2.0
214,2020,EA44784,2.0
215,2020,EA44921,4.0
216,2020,EA44928,4.0
217,2020,EA44959,26.0
217,2020,EA44959,26.0
217,2020,EA44959,26.0
218,2020,EA45303,290.0
218,2020,EA45303,290.0
219,2020,EA45328,6.0
220,2020,EA45455,40.0
221,2020,EA45713,339.0
222,2020,EA45808,2.0
222,2020,EA45808,2.0
